param: BUS : bus_num := 
 94 94 91 28.742 153.29999999999998 49.699999999999996 18.93 63.1 67.2 403.2
 98 98 19 16.387 59.49999999999999 38.5 45.0 150.0 71.0 426.0
 100 100 36 39.724999999999994 622.3 4.8999999999999995 185.61 618.7 526.7 3160.2000000000003
 105 105 74 23.127999999999997 34.3 32.9 74.7 249.0 185.5 1113.0
 107 107 120 37.925999999999995 133.7 36.4 45.0 150.0 138.5 831.0
 108 108 94 31.450999999999997 108.5 43.4 50.85 169.5 312.0 1872.0
 112 112 82 35.153999999999996 230.29999999999998 39.199999999999996 75.0 250.0 159.2 955.2
 114 114 30 31.919999999999998 221.89999999999998 54.599999999999994 49.68 165.6 75.5 453.0
 118 118 93 16.744 214.2 49.699999999999996 67.5 225.0 242.8 1456.8000000000002
 121 121 53 25.927999999999997 1295.0 5.6 329.22 1097.4 1192.9 7157.400000000001
 122 122 81 21.217 240.1 14.7 72.99 243.3 678.3 4069.7999999999997
 124 124 98 34.257999999999996 74.89999999999999 4.199999999999999 13.2 44.0 82.0 491.99999999999994
 129 129 48 26.557999999999996 249.89999999999998 35.699999999999996 37.95 126.5 358.1 2148.6000000000004
 130 130 48 17.262 350.7 9.799999999999999 62.7 209.0 604.0999999999999 3624.6
 137 137 85 37.519999999999996 56.0 16.799999999999997 60.0 200.0 396.2 2377.2
 138 138 85 24.703 135.79999999999998 25.2 60.48 201.6 598.3 3589.7999999999997
 144 144 62 36.54 413.0 52.5 15.63 52.1 38.3 229.8
 147 147 75 35.994 371.7 15.399999999999999 54.51 181.7 105.1 630.6
 148 148 83 33.376 292.59999999999997 4.8999999999999995 4.17 13.9 6.4 38.4
 149 149 52 39.872 26.599999999999998 17.5 3.0 10.0 1.9 11.4
 150 150 52 32.739 53.9 35.699999999999996 3.0 10.0 17.8 106.8
 151 151 52 22.4 247.1 4.8999999999999995 12.21 40.7 92.8 556.8
 155 155 79 38.514 354.9 35.0 9.0 30.0 34.4 206.4
 156 156 43 30.232999999999997 1627.5 49.0 198.45 661.5 633.6999999999999 3802.2
 165 165 82 12.977999999999998 1656.8999999999999 249.2 352.62 1175.4 665.6 3993.6000000000004
 166 166 27 22.162 1790.6 14.7 278.25 927.5 2078.2 12469.199999999999
 171 171 76 30.379999999999995 284.2 16.799999999999997 107.28 357.6 539.5 3237.0
 174 174 13 21.945 1089.1999999999998 53.9 125.4 418.0 1133.4 6800.400000000001
 175 175 82 13.888 1420.3 165.89999999999998 255.66 852.2 420.3 2521.8
 176 176 82 22.882999999999996 1514.8 51.099999999999994 555.24 1850.8 2544.9 15269.400000000001
 177 177 98 13.201999999999998 2054.5 101.5 332.49 1108.3 155.8 934.8
 178 178 81 30.695 559.3 55.3 240.96 803.2 2296.5 13779.0
 179 179 1 27.041 70.69999999999999 43.4 32.97 109.9 64.5 387.0
 180 180 54 34.3 2127.2999999999997 23.099999999999998 281.88 939.6 2147.0 12882.0
 181 181 98 13.748 1031.1 194.6 594.0 1980.0 1565.0 9390.0
 182 182 78 22.778 882.6999999999999 16.799999999999997 713.88 2379.6 2827.7999999999997 16966.8
 183 183 1 38.668 2068.5 30.799999999999997 214.02 713.4 1060.6999999999998 6364.2
 184 184 98 26.593 1419.6 53.199999999999996 171.0 570.0 528.6999999999999 3172.2
 185 185 117 13.180999999999997 1717.8 79.8 356.04 1186.8 947.2 5683.2
 186 186 102 24.255 1408.3999999999999 21.0 310.8 1036.0 1413.4 8480.4
 187 187 55 13.404999999999998 1560.3 190.39999999999998 394.44 1314.8 907.0999999999999 5442.599999999999
 189 189 27 28.147 2493.3999999999996 49.699999999999996 223.8 746.0 486.70000000000005 2920.2000000000003
 193 193 58 38.948 728.0 34.3 520.2 1734.0 4576.4 27458.399999999998
 195 195 40 34.425999999999995 2011.8 7.699999999999999 384.0 1280.0 2388.1 14328.6
 197 197 87 23.226 981.4 53.199999999999996 128.31 427.7 95.7 574.2
 201 201 42 37.618 827.4 37.099999999999994 181.08 603.6 1594.3000000000002 9565.800000000001
 202 202 115 39.515 737.8 13.299999999999999 236.52 788.4 615.0 3690.0
 203 203 99 20.433 2537.5 41.3 240.96 803.2 1195.1000000000001 7170.6
 207 207 89 18.508 682.5 19.599999999999998 190.41 634.7 964.8000000000001 5788.8
 208 208 86 20.762 294.0 30.099999999999998 46.17 153.9 450.09999999999997 2700.6
 209 209 89 17.724 471.09999999999997 19.599999999999998 177.18 590.6 1107.3999999999999 6644.4
 211 211 106 34.489 1274.6999999999998 28.0 160.92 536.4 327.40000000000003 1964.4
 212 212 92 20.391 42.699999999999996 19.599999999999998 69.0 230.0 245.7 1474.2
 213 213 90 34.803999999999995 46.199999999999996 4.8999999999999995 10.5 35.0 13.899999999999999 83.39999999999999
 215 215 90 27.447 880.5999999999999 35.0 277.14 923.8 513.0 3078.0
 216 216 68 22.988 258.3 39.9 14.4 48.0 27.1 162.6
 220 220 68 29.028999999999996 1073.1 17.5 244.5 815.0 1775.3999999999999 10652.4
 222 222 90 32.963 1628.8999999999999 45.5 263.52 878.4 579.8 3478.7999999999997
 223 223 100 30.072 2060.1 11.899999999999999 135.96 453.2 156.1 936.5999999999999
 224 224 100 39.025 202.29999999999998 39.9 75.6 252.0 452.59999999999997 2715.6
 226 226 86 38.29 109.19999999999999 52.5 30.81 102.7 241.8 1450.8
 227 227 54 26.102999999999998 464.09999999999997 34.3 356.97 1189.9 136.5 819.0
 228 228 44 36.861999999999995 145.6 21.7 3.06 10.2 26.0 156.0
 229 229 44 26.984999999999996 1478.3999999999999 4.8999999999999995 275.49 918.3 561.4 3368.4
 230 230 91 29.210999999999995 1145.8999999999999 46.199999999999996 507.0 1690.0 4532.7 27196.199999999997
 231 231 91 19.474 420.0 33.599999999999994 30.57 101.9 77.8 466.8
 232 232 91 12.936 1729.0 257.59999999999997 281.91 939.7 349.79999999999995 2098.7999999999997
 234 234 91 22.463 2001.3 17.5 193.08 643.6 1454.3000000000002 8725.800000000001
 235 235 65 29.624 1339.1 7.699999999999999 1202.52 4008.4 10309.300000000001 61855.8
 239 239 33 24.668 293.29999999999995 2.8 4.5 15.0 37.9 227.4
 241 241 15 13.565999999999999 2080.4 166.6 352.8 1176.0 734.4 4406.4
 242 242 52 30.926 2307.2 11.899999999999999 538.62 1795.4 846.4 5078.4
 243 243 88 35.202999999999996 25.9 41.3 113.07 376.9 1061.8000000000002 6370.8
 244 244 33 31.436999999999994 5.6 52.5 64.56 215.2 477.29999999999995 2863.7999999999997
 246 246 80 37.177 1295.0 35.699999999999996 206.82 689.4 1987.8 11926.8
 250 250 80 13.292999999999997 1528.8 107.1 123.0 410.0 244.8 1468.8
 253 253 25 32.836999999999996 2545.2 12.6 326.46 1088.2 1595.3999999999999 9572.4
 256 256 23 19.936 1365.0 22.4 279.6 932.0 1052.3999999999999 6314.4
 257 257 79 31.436999999999994 339.5 18.2 68.88 229.6 421.8 2530.8
 259 259 8 18.144 2259.6 15.399999999999999 267.6 892.0 562.8 3376.8
 261 261 108 13.328 996.0999999999999 224.7 433.2 1444.0 1111.6 6669.599999999999
 262 262 17 39.129999999999995 562.8 11.899999999999999 155.1 517.0 77.2 463.2
 263 263 29 19.551 6.3 7.0 79.08 263.6 371.70000000000005 2230.2000000000003
 264 264 29 19.215 104.3 18.9 13.26 44.2 99.7 598.2
 268 268 2 38.605 70.69999999999999 22.4 51.12 170.4 442.1 2652.6
 269 269 2 13.691999999999998 1733.1999999999998 121.1 240.3 801.0 131.7 790.2
 271 271 12 28.202999999999996 1486.8 42.0 324.66 1082.2 2234.4 13406.4
 280 280 26 27.523999999999997 1039.5 5.6 167.7 559.0 1358.8 8152.799999999999
 283 283 61 0.0 0.0 0.0 0.0 54.9 182.0 1092.0
 284 284 61 0.0 0.0 0.0 0.0 54.0 225.0 1350.0
 285 285 29 0.0 0.0 0.0 0.0 108.0 432.0 2592.0
 286 286 70 0.0 0.0 0.0 0.0 58.0 224.0 1344.0
 287 287 122 0.0 0.0 0.0 0.0 80.0 352.0 2112.0
 288 288 29 0.0 0.0 0.0 0.0 17.0 87.0 522.0
 289 289 61 0.0 0.0 0.0 0.0 13.8 158.0 948.0
 290 290 61 0.0 0.0 0.0 0.0 39.6 283.0 1698.0
 291 291 49 0.0 0.0 0.0 0.0 30.5 224.0 1344.0
 292 292 42 0.0 0.0 0.0 0.0 42.0 152.0 912.0
 ;
param: LINE: line_num line_x line_Pmax line_fbus line_tbus := 
1 1 0.02511 1207.06625 98 1
2 2 0.01311 1207.06625 78 1
3 3 0.01254 1207.06625 81 1
4 4 0.02365 1326.57776 120 2
5 5 0.05219 1326.57776 2 120
6 6 0.02829 1207.06625 2 75
7 7 0.02769 1207.06625 3 26
8 8 0.01236 1493.89381 4 62
9 9 0.01243 1326.57776 89 4
10 10 0.00507 1207.06625 5 118
11 11 0.0111 1207.06625 112 5
12 12 0.02151 1207.06625 49 5
13 13 0.00948 1326.57776 82 6
14 14 0.0076 1493.89381 6 82
15 15 0.00256 1326.57776 76 6
16 16 0.0078 1207.06625 76 6
17 17 0.03431 1326.57776 6 93
18 18 0.03828 1326.57776 55 7
19 19 0.03828 1326.57776 55 7
20 20 0.01476 1326.57776 7 40
21 21 0.02097 1326.57776 7 30
22 22 0.02777 1326.57776 7 30
23 23 0.02777 1326.57776 7 30
24 24 0.02046 1326.57776 7 30
25 25 0.02046 1326.57776 7 30
26 26 0.02481 1326.57776 7 30
27 27 0.04514 1493.89381 7 63
28 28 0.00287 1207.06625 15 8
29 29 0.0149 1326.57776 8 29
30 30 0.02341 1326.57776 99 9
31 31 0.00317 1207.06625 9 110
32 32 0.00763 1326.57776 9 44
33 33 0.01958 1326.57776 9 43
34 34 0.01377 1326.57776 9 24
35 35 0.00198 1326.57776 10 76
36 36 0.01619 1207.06625 76 10
37 37 0.02396 1493.89381 10 82
38 38 0.00337 1326.57776 76 10
39 39 0.00907 1326.57776 10 20
40 40 0.00818 1326.57776 11 55
41 41 0.00398 1326.57776 55 11
42 42 0.00245 1326.57776 60 11
43 43 0.02967 1326.57776 12 74
44 44 0.00429 1207.06625 12 14
45 45 0.00413 1207.06625 109 13
46 46 0.0182 1326.57776 13 42
47 47 0.02953 1207.06625 74 14
48 48 0.03757 1326.57776 14 35
49 49 0.06803 1207.06625 16 14
50 50 0.00887 1326.57776 15 64
51 51 0.00473 1326.57776 33 15
52 52 0.00522 1207.06625 17 29
53 53 0.01842 1207.06625 65 18
54 54 0.00752 1207.06625 80 18
55 55 0.00443 1207.06625 32 18
56 56 0.02388 1326.57776 65 19
57 57 0.03326 1326.57776 19 73
58 58 0.02253 1326.57776 47 19
59 59 0.00383 1326.57776 27 20
60 60 0.01287 1326.57776 20 117
61 61 0.00464 1326.57776 20 27
62 62 0.00181 1493.89381 109 20
63 63 0.01333 1326.57776 21 22
64 64 0.01333 1326.57776 21 22
65 65 0.03383 1326.57776 21 50
66 66 0.01502 1326.57776 66 21
67 67 0.01502 1326.57776 66 21
68 68 0.05499 1326.57776 21 70
69 69 0.05499 1326.57776 21 70
70 70 0.02571 1326.57776 66 22
71 71 0.01598 1493.89381 50 22
72 72 0.04578 1326.57776 26 22
73 73 0.0092 1326.57776 22 50
74 74 0.02053 1326.57776 22 94
75 75 0.00721 1326.57776 23 56
76 76 0.02087 1326.57776 24 79
77 77 0.01733 1326.57776 69 24
78 78 0.01996 1326.57776 25 71
79 79 0.00411 1207.06625 25 85
80 80 0.02082 1207.06625 72 25
81 81 0.00694 1493.89381 25 85
82 82 0.01632 1207.06625 103 25
83 83 0.03592 1326.57776 26 50
84 84 0.01053 1207.06625 26 53
85 85 0.023 1207.06625 26 53
86 86 0.01458 1326.57776 55 27
87 87 0.01303 1326.57776 27 55
88 88 0.00441 1493.89381 101 27
89 89 0.01732 1326.57776 55 27
90 90 0.00735 1326.57776 27 37
91 91 0.00876 1493.89381 27 97
92 92 0.00552 1207.06625 28 77
93 93 0.02228 1326.57776 28 61
94 94 0.02173 1326.57776 28 41
95 95 0.01129 1207.06625 29 36
96 96 0.01116 1326.57776 33 29
97 97 0.00447 1326.57776 56 29
98 98 0.01889 1326.57776 61 29
99 99 0.00842 1326.57776 30 34
100 100 0.02872 1493.89381 120 30
101 101 0.00437 1326.57776 30 34
102 102 0.03255 1326.57776 30 48
103 103 0.018 1326.57776 30 94
104 104 0.02872 1207.06625 91 31
105 105 0.00736 1326.57776 65 31
106 106 0.00736 1326.57776 65 31
107 107 0.02218 1326.57776 31 38
108 108 0.02218 1326.57776 31 38
109 109 0.02157 1326.57776 31 83
110 110 0.02706 1207.06625 32 71
111 111 0.0352 1326.57776 77 33
112 112 0.00823 1493.89381 34 94
113 113 0.0108 1207.06625 120 35
114 114 0.00767 1207.06625 108 36
115 115 0.00157 1207.06625 56 36
116 116 0.01838 1326.57776 37 107
117 117 0.01838 1326.57776 37 107
118 118 0.00185 1326.57776 97 37
119 119 0.00803 1493.89381 38 52
120 120 0.02452 1326.57776 39 54
121 121 0.02452 1326.57776 39 54
122 122 0.00469 1326.57776 39 105
123 123 0.01391 1326.57776 102 40
124 124 0.01391 1326.57776 102 40
125 125 0.02185 1326.57776 55 40
126 126 0.0333 1326.57776 40 87
127 127 0.0333 1326.57776 40 87
128 128 0.01663 1326.57776 60 40
129 129 0.01204 1326.57776 60 40
130 130 0.01204 1326.57776 60 40
131 131 0.00825 1493.89381 66 41
132 132 0.00795 1326.57776 42 107
133 133 0.01733 1207.06625 42 115
134 134 0.0256 1326.57776 109 42
135 135 0.01257 1207.06625 79 43
136 136 0.01108 1326.57776 54 44
137 137 0.00617 1326.57776 95 44
138 138 0.00617 1326.57776 95 44
139 139 0.01163 1326.57776 95 44
140 140 0.02264 1326.57776 70 45
141 141 0.02033 1326.57776 47 45
142 142 0.00665 1207.06625 113 46
143 143 0.00502 1207.06625 47 88
144 144 0.00794 1326.57776 74 48
145 145 0.01425 1326.57776 94 48
146 146 0.06026 1326.57776 65 49
147 147 0.03263 1326.57776 59 50
148 148 0.01356 1207.06625 51 85
149 149 0.00765 1207.06625 51 85
150 150 0.004 1326.57776 83 52
151 151 0.00286 1207.06625 52 83
152 152 0.02006 1326.57776 78 54
153 153 0.00479 1326.57776 55 97
154 154 0.00479 1326.57776 55 97
155 155 0.00479 1326.57776 55 97
156 156 0.00496 1326.57776 55 60
157 157 0.00496 1326.57776 55 60
158 158 0.01107 1326.57776 86 57
159 159 0.01844 1326.57776 58 93
160 160 0.00454 1326.57776 60 102
161 161 0.00454 1326.57776 60 102
162 162 0.01796 1207.06625 78 63
163 163 0.0351 1326.57776 77 64
164 164 0.0351 1326.57776 77 64
165 165 0.00434 1207.06625 88 64
166 166 0.00726 1326.57776 83 64
167 167 0.03466 1326.57776 77 66
168 168 0.00547 1207.06625 67 92
169 169 0.01375 1493.89381 95 67
170 170 0.00297 1326.57776 67 105
171 171 0.0033 1326.57776 67 105
172 172 0.00802 1207.06625 89 67
173 173 0.00177 855.10483 96 68
174 174 0.03159 1326.57776 68 111
175 175 0.03159 1326.57776 68 111
176 176 0.03159 1326.57776 68 111
177 177 0.03159 1326.57776 68 111
178 178 0.00129 919.64102 68 69
179 179 0.01709 1326.57776 69 90
180 180 0.01709 1326.57776 69 90
181 181 0.0011 681.21557 84 69
182 182 0.0011 681.21557 84 69
183 183 0.00086 598.15507 84 69
184 184 0.00133 681.21557 69 116
185 185 0.00133 681.21557 69 116
186 186 0.02467 1326.57776 76 82
187 187 0.00125 681.21557 76 114
188 188 0.01539 1207.06625 78 115
189 189 0.01375 1207.06625 108 79
190 190 0.01835 1207.06625 80 113
191 191 0.02282 1326.57776 91 80
192 192 0.00114 681.21557 96 84
193 193 0.0081 1326.57776 112 85
194 194 0.00375 1326.57776 86 100
195 195 0.00766 1326.57776 86 100
196 196 0.0071 1326.57776 89 86
197 197 0.03615 1326.57776 87 120
198 198 0.01694 1493.89381 87 120
199 199 0.02615 1326.57776 87 93
200 200 0.02226 1326.57776 93 87
201 201 0.02226 1326.57776 93 87
202 202 0.00591 1493.89381 89 106
203 203 0.00788 1493.89381 89 100
204 204 0.00182 919.64102 96 89
205 205 0.00073 681.21557 89 96
206 206 0.00073 681.21557 89 96
207 207 0.00073 681.21557 89 96
208 208 0.03545 1326.57776 90 91
209 209 0.03545 1326.57776 90 91
210 210 0.01372 1326.57776 90 116
211 211 0.01007 1326.57776 116 90
212 212 0.01007 1326.57776 116 90
213 213 0.02171 1326.57776 90 91
214 214 0.02171 1326.57776 90 91
215 215 0.00449 1326.57776 106 92
216 216 0.003 1207.06625 105 92
217 217 0.01495 1326.57776 102 93
218 218 0.01455 1326.57776 102 93
219 219 0.01455 1326.57776 102 93
220 220 0.01455 1326.57776 102 93
221 221 0.00903 1326.57776 119 94
222 222 0.01116 1326.57776 95 105
223 223 0.04296 1326.57776 98 106
224 224 0.03805 1326.57776 98 106
225 225 0.01174 1326.57776 106 100
226 226 0.02623 1326.57776 101 102
227 227 0.02623 1326.57776 101 102
228 228 0.02573 1326.57776 101 102
229 229 0.02573 1326.57776 101 102
230 230 0.02573 1326.57776 101 102
231 231 0.00094 752.32491 101 114
232 232 0.00094 752.32491 101 114
233 233 0.00094 752.32491 101 114
234 234 0.00094 752.32491 101 114
235 235 0.02051 1326.57776 104 102
236 236 0.02051 1326.57776 104 102
237 237 0.01862 1326.57776 117 107
238 238 0.01222 1326.57776 109 117
239 239 0.04619 1326.57776 113 112
240 240 0.02365 1326.57776 120 121
241 241 0.01434 1326.57776 2 121
242 242 0.00948 1326.57776 82 122
243 243 0.01175 1326.57776 6 122
244 244 0.01743 1326.57776 6 122
245 245 0.01485 1207.06625 123 98
246 246 0.009 700.0 76 6
247 247 0.009 700.0 7 40
248 248 0.009 700.0 26 22
249 249 0.009 700.0 26 50
250 250 0.009 700.0 34 94
251 251 0.009 700.0 74 48
252 252 0.009 700.0 87 120
253 253 0.009 700.0 119 94
254 254 0.009 700.0 104 102
255 255 0.009 700.0 104 102
;
param: TIME: time_num := 
1 1
2 2
3 3
4 4
5 5
6 6
7 7
8 8
9 9
10 10
11 11
12 12
13 13
14 14
15 15
16 16
17 17
18 18
19 19
20 20
21 21
22 22
23 23
24 24
;
param: BUS_TIME: bustime_num load_b_t:= 
1 1 1 96.51
1 2 2 96.28
1 3 3 96.5
1 4 4 99.05
1 5 5 102.39
1 6 6 108.77
1 7 7 116.17
1 8 8 119.85
1 9 9 118.19
1 10 10 111.35
1 11 11 104.09
1 12 12 97.58
1 13 13 91.76
1 14 14 88.04
1 15 15 84.75
1 16 16 82.88
1 17 17 84.25
1 18 18 90.81
1 19 19 96.62
1 20 20 96.66
1 21 21 96.28
1 22 22 95.75
1 23 23 94.59
1 24 24 92.6
2 1 25 -32.290000000000006
2 2 26 -28.38000000000001
2 3 27 -11.930000000000007
2 4 28 2.520000000000003
2 5 29 16.590000000000003
2 6 30 25.18
2 7 31 28.379999999999995
2 8 32 25.200000000000003
2 9 33 47.01
2 10 34 53.59
2 11 35 49.730000000000004
2 12 36 10.419999999999995
2 13 37 -43.419999999999995
2 14 38 -110.96
2 15 39 -166.43
2 16 40 -232.26
2 17 41 -306.36
2 18 42 -200.0
2 19 43 -117.88
2 20 44 -62.879999999999995
2 21 45 -83.44000000000001
2 22 46 -104.69999999999999
2 23 47 -130.39
2 24 48 -132.57999999999998
3 1 49 171.3
3 2 50 171.02
3 3 51 171.0
3 4 52 171.42
3 5 53 172.01
3 6 54 172.85
3 7 55 173.67
3 8 56 175.11
3 9 57 173.67
3 10 58 170.85000000000002
3 11 59 162.97
3 12 60 156.49
3 13 61 150.20999999999998
3 14 62 138.72
3 15 63 136.3
3 16 64 137.21
3 17 65 143.78
3 18 66 150.79000000000002
3 19 67 159.84
3 20 68 165.84
3 21 69 165.91
3 22 70 165.93
3 23 71 165.51
3 24 72 165.41
4 1 73 198.59
4 2 74 195.9
4 3 75 194.9
4 4 76 196.48
4 5 77 202.18
4 6 78 212.66
4 7 79 225.64
4 8 80 233.21
4 9 81 231.79
4 10 82 228.42
4 11 83 224.57
4 12 84 218.92
4 13 85 213.28
4 14 86 210.96
4 15 87 209.28
4 16 88 207.84
4 17 89 208.4
4 18 90 216.96
4 19 91 221.87
4 20 92 217.63
4 21 93 212.48
4 22 94 207.5
4 23 95 201.86
4 24 96 196.28
5 1 97 25.58
5 2 98 24.72
5 3 99 24.29
5 4 100 24.17
5 5 101 24.5
5 6 102 25.41
5 7 103 26.86
5 8 104 27.87
5 9 105 28.54
5 10 106 28.88
5 11 107 28.94
5 12 108 28.78
5 13 109 28.53
5 14 110 28.3
5 15 111 28.22
5 16 112 28.23
5 17 113 28.73
5 18 114 29.74
5 19 115 30.68
5 20 116 29.48
5 21 117 28.21
5 22 118 27.16
5 23 119 26.22
5 24 120 25.46
6 1 121 599.12
6 2 122 594.12
6 3 123 595.86
6 4 124 608.57
6 5 125 633.09
6 6 126 675.9200000000001
6 7 127 724.53
6 8 128 755.55
6 9 129 749.01
6 10 130 714.12
6 11 131 671.4100000000001
6 12 132 629.9899999999999
6 13 133 593.14
6 14 134 564.9100000000001
6 15 135 544.97
6 16 136 529.8100000000001
6 17 137 531.9100000000001
6 18 138 575.1999999999999
6 19 139 605.98
6 20 140 593.0
6 21 141 582.4799999999999
6 22 142 566.12
6 23 143 558.0500000000001
6 24 144 557.86
7 1 145 42.61
7 2 146 38.46
7 3 147 38.529999999999994
7 4 148 39.27
7 5 149 40.709999999999994
7 6 150 41.05
7 7 151 40.709999999999994
7 8 152 37.91
7 9 153 43.06
7 10 154 46.209999999999994
7 11 155 47.63
7 12 156 43.66
7 13 157 40.31999999999999
7 14 158 37.24
7 15 159 34.879999999999995
7 16 160 32.02
7 17 161 29.319999999999997
7 18 162 31.8
7 19 163 23.23
7 20 164 0.759999999999998
7 21 165 -6.0
7 22 166 -14.190000000000005
7 23 167 -24.0
7 24 168 -27.720000000000006
8 1 169 164.06
8 2 170 163.19
8 3 171 164.17
8 4 172 167.23
8 5 173 174.9
8 6 174 187.68
8 7 175 202.62
8 8 176 212.44
8 9 177 209.32
8 10 178 193.81
8 11 179 174.68
8 12 180 157.89999999999998
8 13 181 145.52
8 14 182 141.43
8 15 183 140.73999999999998
8 16 184 142.9
8 17 185 147.86999999999998
8 18 186 162.35000000000002
8 19 187 174.04000000000002
8 20 188 171.14
8 21 189 163.77
8 22 190 158.27
8 23 191 153.01
8 24 192 148.88
9 1 193 205.79
9 2 194 205.3
9 3 195 205.77
9 4 196 211.21
9 5 197 218.32
9 6 198 231.94
9 7 199 247.72
9 8 200 255.56
9 9 201 252.02
9 10 202 237.43
9 11 203 221.97
9 12 204 208.07
9 13 205 195.67
9 14 206 187.74
9 15 207 180.72
9 16 208 176.74
9 17 209 179.66
9 18 210 193.63
9 19 211 206.02
9 20 212 206.11
9 21 213 205.3
9 22 214 204.17
9 23 215 201.71
9 24 216 197.46
10 1 217 1076.36
10 2 218 1068.1
10 3 219 1071.34
10 4 220 1094.13
10 5 221 1138.03
10 6 222 1213.24
10 7 223 1298.74
10 8 224 1353.12
10 9 225 1339.06
10 10 226 1275.17
10 11 227 1203.23
10 12 228 1141.28
10 13 229 1079.45
10 14 230 1033.7
10 15 231 998.91
10 16 232 975.77
10 17 233 986.43
10 18 234 1061.58
10 19 235 1120.6
10 20 236 1108.76
10 21 237 1088.9
